ur,ut,t,Umag
0.3477317811865476,-0.5117942811865475,0.7853981633974483,0.6320940003873007
0.3132063603883604,-0.5265730449376825,0.83798122500839,0.6179499692135144
0.2774315139434785,-0.5405914447791398,0.8960553845713439,0.5551864507572094
0.24081967060989376,-0.5534781256449356,0.960070362405688,0.5758039744401486
0.20388805646558886,-0.5648620866121983,1.0303768265243125,0.5818453876744845
0.16721359549995796,-0.5744271909999159,1.1071487177940904,0.6058279225273063
0.13134905923163054,-0.5819769881504199,1.1902899496825317,0.6041967376248524
0.09670736709146967,-0.5874870881838649,1.2793395323170293,0.6330817400564581
0.06344231857013678,-0.5911113709571924,1.3734007669450157,0.5852368462423299
0.031373143587217954,-0.5931158099531515,1.4711276743037345,0.5888365444865105
8.852404527574968e-17,-0.59375,1.5707963267948963,0.5684394701779837
0.03137314358721781,0.5931158099531515,-1.471127674303735,0.6188379433601682
0.06344231857013659,0.5911113709571922,-1.3734007669450161,0.5471836545965124
0.09670736709146946,0.587487088183865,-1.2793395323170298,0.6032222218506206
0.13134905923163034,0.5819769881504199,-1.190289949682532,0.5769327402249286
0.16721359549995776,0.5744271909999159,-1.1071487177940909,0.655283827712076
0.20388805646558872,0.5648620866121983,-1.0303768265243127,0.605589099702409
0.24081967060989365,0.5534781256449357,-0.9600703624056882,0.548198942284987
0.27743151394347826,0.5405914447791398,-0.8960553845713443,0.5888529732120836
0.31320636038836014,0.5265730449376825,-0.8379812250083903,0.6212196016445694
0.34773178118654735,0.5117942811865477,-0.7853981633974485,0.62125739941536
0.3480070670981782,-0.4739157404439144,0.7328151017865067,0.5845443667140168
0.3118735850274255,-0.48805671259944183,0.7853981633974483,0.5921405692977588
0.2743519482234989,-0.5012737657704611,0.844153986113171,0.551999740793137
0.23598203363326367,-0.5130948209266222,0.9097531579442097,0.5853529042180472
0.1974790697733335,-0.5230430622536885,0.982793723247329,0.579933425876954
0.15968173502341673,-0.5307298998310429,1.0636978224025595,0.553166816615397
0.12343042056508546,-0.5359818111348709,1.1525719972156674,0.5613907659160887
0.08937591416498615,-0.5389610758282916,1.2490457723982542,0.5470657210228786
0.057760907645645856,-0.5402009010144027,1.3521273809209544,0.567887690205687
0.02826317390352004,-0.5404705877372715,1.4601391056210007,0.47632388890897803
7.149925632148343e-17,-0.5404663923182442,1.5707963267948963,0.5126632601009772
0.028263173903519855,0.5404705877372714,-1.4601391056210014,0.515315557939758
0.05776090764564574,0.5402009010144027,-1.3521273809209549,0.5917677724159959
0.08937591416498601,0.5389610758282917,-1.2490457723982547,0.5535143077218798
0.12343042056508526,0.5359818111348709,-1.1525719972156678,0.5199272905750616
0.1596817350234166,0.530729899831043,-1.0636978224025602,0.5417033247309063
0.19747906977333335,0.5230430622536886,-0.9827937232473294,0.5648713392809477
0.23598203363326356,0.5130948209266222,-0.90975315794421,0.5404965524749685
0.2743519482234987,0.5012737657704611,-0.8441539861131713,0.5549781037473741
0.31187358502742535,0.4880567125994419,-0.7853981633974486,0.599019256947014
0.3480070670981779,0.47391574044391427,-0.7328151017865069,0.5977520858803265
0.3467893924293481,-0.43247315582331186,0.6747409422235527,0.5438596011698988
0.3086459417514362,-0.44557668068485434,0.7266423406817256,0.5574638514163778
0.2688743593115476,-0.4574729921240476,0.7853981633974483,0.5786969955002549
0.22816550535461733,-0.4675113019588161,0.851966327173272,0.5080573782661844
0.18750000000000003,-0.475,0.9272952180016122,0.4921686350147525
0.14810271477909223,-0.47935798081357167,1.0121970114513341,0.43904490041348376
0.11127609549995804,-0.48036469099991597,1.1071487177940904,0.44080589772248635
